Do kterého amerického fotbalového týmu odešel na závěr kariéry Pelé?;New York Cosmos;LA Galaxy;Los Angeles Aztecs;Dallas Tornado
Který trenér dovedl Juventus FC k pěti po sobě jdoucím titulům?;Massimilliano Allegri;Carlo Ancelotti;Antonio Conte;Maurizio Sarri
Který trenér dovedl Liverpool FC k vítězství v UEFA Champions League v sezóně 2004/05?;Rafael Benítez;Roy Hodgson;Gerard Houllier;Kenny Dalglish
Který trenér dovedl Viktorii Plzeň ke třem titulům v české lize?;Pavel Vrba;Miroslav Koubek;Dušan Uhrin ml.;Jindřich Trpišovský
Který trenér strávil na lavičce české reprezentace nejdelší období?;Karel Brückner;Pavel Vrba;Jozef Chovanec;Dušan Uhrin st.
Který trenér strávil na lavičce Manchesteru United nejdelší dobu?;Alex Ferguson;Matt Busby;Scott Duncan;Ron Atkinson
Který tým má na svém kontě nejvíce vítězství v UEFA Women's Champions League?;Olympique Lyon;FC Barcelona;Arsenal FC;Eintracht Frankfurt
Který tým má nejvíce titulů v historii UEFA Champions League?;Real Madrid;AC Milan;Liverpool FC;Bayern Mnichov
Který tým má nejvíce titulů v historii UEFA Europa League?;Sevilla;Real Madrid;Feyenoord;Liverpool
Který tým mimo Anglii, Itálii, Německo a Španělsko vyhrál nejvíce titulů v UEFA Champions League?;Ajax Amsterdam;Olympique Lyon;FC Porto;Celtic Glasgow
Který tým prohrál nejvíce finále UEFA Champions League (6)?;Juventus;Real Madrid;Bayern Mnichov;AC Milan
Který tým reprezentoval Luís Figo?;Portugalsko;Španělsko;Mexiko;Argentina
Který tým vyhrál nejvíce titulů Mistrovství světa ve fotbale?;Brazílie;Itálie;Německo;Argentina
Který tým vyhrál nejvíce titulů v anglické fotbalové lize?;Manchester United;Liverpool FC;Leeds United;Sheffield United
Který tým vyhrál nejvíce titulů v belgické fotbalové lize?;RSC Anderlecht;KRC Genk;Clube Brugge;KAA Gent
Který tým vyhrál nejvíce titulů v české fotbalové lize?;Sparta Praha;Slavia Praha;Dukla Praha;Baník Ostrava
Který tým vyhrál nejvíce titulů v italské fotbalové lize?;Juventus FC;Internazionale Milano;AC Milan;Genoa CFC
Který tým vyhrál nejvíce titulů v německé fotbalové lize?;Bayern Mnichov;Borussia Dortmund;Hamburger SV;TSV Munich 1860
Který tým vyhrál nejvíce titulů ve španělské fotbalové lize?;Real Madrid;FC Barcelona;Athletic Bilbao;Valencia CF
Který tým vyhrál Premier League v roce 2011?;Manchester United;Arsenal FC;Manchester City;Chelsea FC
Který tým vyhrál Premier League v roce 2012?;Manchester City;Manchester United;Arsenal FC;Chelsea FC
Který tým vyhrál Premier League v roce 2013?;Manchester United;Arsenal FC;Manchester City;Chelsea FC
Který tým vyhrál Premier League v roce 2014?;Manchester City;Manchester United;Liverpool FC;Chelsea FC
Který tým vyhrál Premier League v roce 2015?;Chelsea FC;Manchester City;Leicester City;Liverpool FC
Který tým vyhrál Premier League v roce 2016?;Leicester City;Chelsea FC;Manchester City;Liverpool FC
Který tým vyhrál Premier League v roce 2017?;Chelsea FC;Manchester City;Leicester City;Liverpool FC
Který tým vyhrál Premier League v roce 2018?;Manchester City;Manchester United;Liverpool FC;Chelsea FC
Který tým vyhrál Premier League v roce 2019?;Manchester City;Manchester United;Liverpool FC;Chelsea FC
Který tým vyhrál Premier League v roce 2020?;Liverpool FC;Manchester City;Manchester United;Chelsea FC
Který tým vyhrál první ročník UEFA Nations League 2018/2019?;Portugalsko;Anglie;Nizozemsko;Belgie
Který tým získal nejvíce titulů v italské fotbalové lize?;Juventus;AC Milan;Internazionale Milano;Pro Vercelli
Který tým získal nejvíce titulů v novodobé éře Premier League (od roku 1992)?;Manchester United;Chelsea FC;Manchester City;Arsenal FC
Který tým zvítězil na prvním MS ve fotbale?;Uruguay;Brazílie;Argentina;Itálie
Který z následujících fotbalových klubů má ve znaku indiána?;KAA Gent;Clube Brugge KV;Royal Antverpy;KRC Genk
Který z těchto hráčů nikdy nezískal Zlatý míč (Ballon d'Or)?;Frank Rijkaard;Marco van Basten;Ruud Gullit;Johan Cruyff
Který z těchto hráčů si zahrál za Real Madrid i Barcelonu?;Luis Figo;David Silva;Lionel Messi;Diego Maradona
Který z těchto tureckých fotbalových týmu nesídlí v Istanbulu?;Trabzonspor;Fenerbahce;Galatasaray;Besiktas
Který z těchto týmů nikdy netrénoval Rafael Benítez?;Bayern Mnichov;SSC Neapol;Real Madrid;Chelsea
Který z těchto týmů se dostal do finále MS ve fotbale 2018?;Chorvatsko;Rusko;Slovinsko;Nizozemsko
Na jakém stadionu hraje své domáci zápasy Bayern Mnichov?;Allianz Arena;BMW Arena;Bayern Stadium;Bavaria Stadium
Na jakém stadionu hraje své domácí zápasy fotbalový klub Arsenal FC?;Emirates Stadium;Stamford Bridge;Highbury;Etihad Stadium
Na jakém stadionu hraje své domácí zápasy fotbalový klub Sigma Olomouc?;Andrův Stadion;Stadion Střelnice;Stadion Miroslava Valenty;Stadion Karla Brücknera
Na jakém stadionu hraje své domácí zápasy fotbalový klub Valencia CF?;Mestalla;Estadio Ramón Sánchez Pizjuán;San Mamés;Estadio La Rosaleda
Na jakém stadionu odehrála česká fotbalová reprezentace nejvíce utkání?;Generali Arena;Doosan Arena;Sinobo Stadium;Na Stínadlech
Na kterém ostrově se narodil fotbalista Cristiano Ronaldo?;Madeira;Pico;Flores;Porto Santo
Odchovancem kterého týmu je David De Gea?;Atlético Madrid;Manchester United;Real Madrid;FC Barcelona
Se kterým koučem získala FC Barcelona svoji první trofej Ligy mistrů/Poháru mistrů evropských zemí?;Johan Cruyff;Louis van Gaal;Frank Rijkaard;Pep Guardiola
Proti kterému týmu vstřelil Diego Maradona na MS 1986 gól rukou, známý jako Boží ruka?;Anglie;Brazílie;Francie;Uruguay
S jakým míčem se odehrálo EURO 2004?;Adidas Roteiro;Adidas Questra;Adidas Fevernova;Adidas Teamgeist
V jaké zemi hraje fotbalový klub CA Osasuna?;Španělsko;Portugalsko;Francie;Itálie
V jaké zemi najdeme fotbalový klub Fenerbahce?;Turecko;Rumunsko;Maďarsko;Bulharsko
V jaké zemi se narodil Eden Hazard?;Belgie;Tunisko;Francie;Alžírsko
V jakém českém prvoligovém týmu hrával fotbalový útočník Edin Džeko?;Teplice;Slavia;Sparta;Baník Ostrava
V jakém městě hraje své domácí zápasy Juventus FC?;Turín;Milán;Řím;Neapol
V jakém městě hraje své domácí zápasy nizozemský fotbalový tým Vitesse?;Arnhem;Enschede;Eindhoven;Venlo
V jakém městě sídlí německý fotbalový tým Schalke 04?;Gelsenkirchen;Berlín;Dortmund;Duisburg
V jakém městě sídlí řecký fotbalový tým Olympiakos?;Pireus;Larisa;Athény;Soluň
V jakém městě sídlí skotský klub Celtic FC?;Glasgow;Edinburgh;Dundee;Aberdeen
V jakém městě sídlí skotský klub Rangers FC?;Glasgow;Edinburgh;Dundee;Aberdeen
V jakém městě sídlí španělský fotbalový tým Real Sociedad?;San Sebastian;Bilbao;Sociedad;Madrid
V jakém roce byl založen Real Madrid?;1902;1900;1896;1898
V jakém roce se stali hráči Československa fotbalovými mistry Evropy?;1976;1970;1972;1974
V jakém roce vyhráli reprezentanti Anglie Mistrovství světa ve fotbale?;1966;1954;1958;1962
V jakém týmu hraje fotbalový útočník Fabio Quagliarella?;UC Sampdoria Janov;Cagliari Calcio;Udinese Calcio;Chievo Verona
V jakém týmu hraje Pavel Kadeřábek?;TSG Hoffenheim;1. FC Augsburg;Werder Brémy;VfL Wolfsburg
V jakém týmu hrál Marc-André ter Stegen před odchodem do FC Barcelona?;Borussia Mönchengladbach;VfB Stuttgart;Borussia Dortmund;Schalke 04
V jakém týmu prožil většinu kariéry fotbalista Eusébio?;Benfica Lisabon;Boavista;FC Porto;Sporting Lisabon
V jakém týmu prožil většinu kariéry fotbalista Raúl?;Real Madrid;FC Barcelona;Atlético Madrid;Deportivo La Coruña
V jakém týmu si připsal první starty Kylian Mbappé?;AS Monaco;Lille OSC;PSG;Olympique Lyon
V jakém týmu si Raheem Sterling připsal své první starty v Premier League?;Liverpool;Aston Villa;Manchester City;QPR
V jakém týmu vyrostl a připsal si první starty ve fotbalové Premier League Wayne Rooney?;Everton;Liverpool;Manchester United;Bolton
V jakém týmu začal svou seniorskou kariéru fotbalista Neymar?;Santos;Flamengo;Palmeiras;Corinthians
V jakém týmu zahájil svoji evropskou část kariéry Roberto Firmino?;TSG Hoffenheim;FC Porto;Olympique Lyon;Udinese Calcio
V jakém týmu zahájil svoji profesionální kariéru Cristiano Ronaldo?;Sporting CP;Porto FC;Benfica Lisabon;Braga SC
V kolika letech zemřel Diego Maradona?;60;58;59;63
Ve které africké zemi se již konalo Mistrovství světa ve fotbale?;Jihoafrická republika;Egypt;Nigérie;Pobřeží slonoviny
Ve které sezóně slavil Baník Ostrava svůj jediný titul v české fotbalové lize?;2003/04;2001/2002;2005/2006;2007/2008
Ve které zemi najdeme fotbalový tým Fluminense FC?;Brazílie;Argentina;Uruguay;Španělsko
Ve které zemi nalezneme fotbalový klub Ludogorec Razgrad?;Bulharsko;Srbsko;Severní Makedonie;Bosna a Hercegovina
Ve které zemi nalezneme fotbalový klub Rio Ave FC?;Portugalsko;Brazílie;Španělsko;Argentina
Ve které zemi nalezneme fotbalový klub RSC Anderlecht?;Belgie;Nizozemsko;Švédsko;Dánsko
Ve které zemi se odehrálo Mistrovství světa ve fotbale 2006?;Německo;Itálie;Francie;Jihoafrická republika
Ve které zemi se odehrálo Mistrovství světa ve fotbale 2010?;Jihoafrická republika;Brazílie;Španělsko;Německo
Ve které zemi se odehrálo Mistrovství světa ve fotbale 2014?;Brazílie;Jihoafrická republika;Německo;Rusko
Ve které zemi se odehrálo Mistrovství světa ve fotbale 2018?;Rusko;Brazílie;Francie;Katar
Ve kterém francouzském týmu fotbalově vyrostl Eden Hazard?;Lille OSC;Stade Rennes;Olypmpique Lyon;FC Nantes
Ve kterém italském klubu si zahrál fotbalový záložník David Beckham?;AC Milan;Internazionale Milano;Juventus FC;SSC Neapol
Ve kterém klubu chytal mezi lety 1994-2008 německý fotbalový brankář Oliver Kahn?;Bayern Mnichov;Borussia Dortmund;Hamburger SV;Schalke 04
Ve kterém klubu působil mezi lety 2010 a 2015 německý fotablový záložník Sami Khedira?;Real Madrid;Borussia Dortmund;Bayern Mnichov;Juventus FC
Ve kterém městě najdeme nizozemské PSV?;Eindhoven;Amsterdam;Rotterdam;Alkmaar
Ve kterém městě prohrála Brazílie s Německem 1:7?;Belo Horizonte;Salvador;Rio de Janeiro;São Paulo
Ve kterém městě sídlí ruský klub Zenit?;Petrohrad;Moskva;Krasnodar;Rostov
Ve kterém roce se narodil Cristiano Ronaldo?;1985;1986;1987;1988
Ve kterém roce se narodil Lionel Messi?;1987;1985;1986;1988
Ve kterém roce získal Josef Masopust Zlatý míč (Ballon d'Or)?;1962;1960;1964;1966
Ve kterém španělském týmu zahájil svoji kariéru Antoine Griezmann?;Real Sociedad;Real Zaragoza;Atlético Madrid;CA Osasuna
Ve kterém týmu hraje Bernando Silva?;Manchester City;FC Barcelona;Sevilla FC;PSG
Ve kterém týmu hrál celou svoji kariéru Francesco Totti?;AS Řím;AC Milan;Internazionale Milano;Juventus FC
Ve kterém týmu kromě Bayernu Mnichoval nastoupil na seniorské úrovni Thomas Müller?;v žádném;VfB Stuttgart;Werder Brémy;Schalke 04
Ve kterém týmu nalezneme Juliana Draxlera?;PSG;Lille OSC;VfL Wolfsburg;Schalke 04
Ve kterém týmu působí fotbalový záložník Aaron Ramsey?;Juventus FC;Arsenal FC;Everton FC;AS Řím
Ve kterém týmu působil před příchodem do Slavie fotbalový kouč Jindřich Trpišovský?;Slovan Liberec;Jablonec;Baník Ostrava;Teplice
Ve kterém týmu strávil nejdelší část kariéry Alan Shearer?;Newcastle United;Manchester United;Blackburn Rovers;Southampton FC
Ve kterém týmu strávil nejdelší část své kariéry fotbalový obránce Roberto Carlos?;Real Madrid;Internazionale Milano;Palmeiras;AC Milan
Ve kterém týmu strávil nejdelší část své kariéry fotbalový záložník Franck Ribéry?;Bayern Mnichov;Olympique Marseille;FC Metz;Galatasaray
Ve kterém týmu strávil nejdelší část své kariéry fotbalový záložník Patrick Vieira?;Arsenal FC;Juventus FC;Olympique Lyon;Internazionale Milano
Ve kterém týmu ukončil karéru brazilský fotbaový záložník Kaká?;Orlando City SC;Sporting Kansas City;LA Galaxy;Inter Miami
Z jakého klubu přestoupil Mohamed Salah do Liverpoolu?;AS Řím;Southampton FC;ACF Fiorentina;Chelsea FC
Z jakého týmu přišel do Liverpoolu FC Virgil van Dijk?;Southampton;Ajax Amsterdam;Celtic Glasgow;Newcastle United
Z jakého týmu přišel do Manchesteru United Harry Maguire jakožto nejdražší obránce historie?;Leicester City;Hull City;Southampton;Sheffield United
Který tým trénuje Wayne Rooney?;Derby County;Birmingham;Huddersfield;Lincoln City
Za kterého hráče obdržel Liverpool FC nejvyšší přestupovou částku?;Philippe Coutinho;Fernando Torres;Luis Suárez;Raheem Sterling
Za který italský tým hrál Diego Maradona?;SSC Neapol;Juventus FC;AC Milan;Sampdoria Janov
Za který tým nastupoval Carles Puyol celou svoji kariéru?;FC Barcelona;Real Madrid;Valencia CF;FC Sevilla
Za který z těchto týmu nikdy nehral český reprezntační záložník Tomáš Rosický?;Lazio Řím;Arsenal;Borussia Dortmund;Sparta Praha
Za který z těchto týmů si zahrál Samuel Eto'o?;Anži Machačkala;Křídla sovětů Samara;Zenit Petrohrad;CSKA Moskva
Za přestup kterého hráče obdržel Manchester United nejvyšší částku?;Cristiano Ronaldo;Romelu Lukaku;Ángel Di María;David Beckham
Ze které země pocházel Alex Ferguson?;Skotsko;Anglie;Wales;Irsko
Ze kterého klubu přestoupil fotbalový útočník Michael Krmenčík do Clube Brugge KV?;Viktoria Plzeň;Slavia Praha;Sparta Praha;Slovan Liberec
Ze kterého města pochází švýcarský fotbalový tým BSC Young Boys?;Bern;Ženeva;Basilej;Lugano
Ze kterého týmu přestoupil do Realu Madrid fotbalista Karim Benzema?;Olympique Lyon;AS Monaco;PSG;Olympique Marseille
Ze kterého týmu přestoupil roku 2002 Milan Baroš do Liverpoolu FC?;Baník Ostrava;Slovan Liberec;Sigma Olomouc;Sparta Praha
Ze kterého týmu přišel do Barcelony fotbalový obránce Jordi Alba?;Valencia CF;Real Betis;Rayo Vallecano;RCD Mallorca
Ze kterého týmu přišel do Bayernu Manuel Neuer?;Schalke 04;Borussia Dortmund;Bayer Leverkusen;VfB Stuttgart
Ze kterého týmu přišel do Juventusu FC Pavel Nedvěd?;SS Lazio;Sparta Praha;Benfica Lisabon;Borussia Dortmund
Co prohlásil fotbalový kouč José Mourinho na své první tiskové konferenci v Anglii?;I'm a Special One;We're Going to Win the League;I am José Mourinho and I Don't Change;God Must Really Think I'm a Great Guy
Hymna UEFA Champions League je zpívána ve třech jazycích, který mezi ně nepatří?;Španělština;Francoužština;Angličtina;Němčina
Jak nazval José Mourinho svého rivala Arséna Wengera (mimo jiné)?;Specialist in Failure;No-trophy Man;Senile Idiot;The Loser
Jak se jmenoval předchůdce dnešní Ligy Mistrů?;Pohár mistrů evropských zemí;Pohár UEFA;Pohár Evropy;Veletržní pohár
Jak se jmenuje otec Justina Kluiverta?;Patrick;Jordi;Johan;Albert
jak se jmenuje stadion Burnley FC?;Turf Moor;Boleyn Ground;Burnley Stadium;Goodison Park
Jak se jmenuje stadion fotbalového týmu Schalke 04?;Veltins-Arena;Coface Arena;Benteler Arena;Weserstadion
Jak se původně jmenoval morvaský klub, který si roku 2004 změnil název na 1. FC Slovácko?;1. FC Synot;FC Uherské Hradiště;Slovácká Slavia Uherské Hradiště;F CHradiště
Jak se přezdívá italskému národnímu fotbalovému týmu?;Squadra Azzurra;Rossoblù;Celesti;Nerazzurri
Jak se přezdívá reprezentaci Anglie?;The Three Lions;The Royal Guard;The Clarets;Red and Whites
Jaká je přezdívka fotbalového klubu Atlético Madrid?;Los Colchoneros;Blaugranas;Madridistas;Pucelanos
Jaké číslo obléká v Manchesteru City obránce Aymeric Laporte?;14;12;2;5
Jaké je křestní jméno italského fotbalisty Quagliarelly?;Fabio;Francesco;Paolo;Antonio
Jaké národnosti byl bývalý trenér Liverpoolu FC Bill Shankly?;Skotsko;Anglie;Wales;Irsko
Jaké národnosti je fotbalový obránce Sven Bender?;Německo;Dánsko;Norsko;Švédsko
Jaké národnosti je fotbalový útočník Raúl Jiménez?;Mexiko;Španělsko;Kolumbie;Portugalsko
Jaké národnosti je jediný africký držitel Zlatého míče (Ballon d'Or) George Weah?;Libérie;Senegal;Gabon;Nigérie
Jaké národnosti je Nicklas Bendtner?;Dánsko;Švédsko;Norsko;Německo
Jakou zemi reprezentoval Florent Malouda?;Francie;Senegal;Mali;Gabon
Jakou zemi reprezentoval Frédéric Kanouté?;Mali;Francie;Senegal;Španělsko
Jakou zemi reprezentoval Lúcio?;Brazílie;Portugalsko;Intalie;Španělsko
Jakou zemi reprezentoval Stanley Matthews?;Anglii;Skotsko;Wales;Severní Irsko
Jakou zemi reprezentuje dlouholetý obránce CSKA Moskva Mário Fernandes?;Rusko;Brazílie;Španělsko;Portugalsko
Jakou zemi reprezentuje fotbalový brankář Thomas Strakosha?;Albánie;Kosovo;Arménie;Severní Makedonie
Jakou zemi reprezentuje fotbalový útočník Stevan Jovetić?;Černá Hora;Bosna a Hercegovina;Chorvatsko;Srbsko
Jakou zemi reprezentuje Kevin Kampl?;Slovinsko;Rakousko;Německo;Dánsko
Jakou zemi reprezentuje Luka Jović?;Srbsko;Corvatsko;Bosna a Hercegovina;Dánsko
Jakou zemi reprezentuje obránce Kieran Tierney?;Skotsko;Anglie;Wales;Severní Irsko
Kde hrál Marco Reus před svým odchodem do Dortmundu?;Borussia Mönchengladbach;Freiburg;Stuttgart;Bayern Mnichov
Kde se konalo Mistrovství Evropy ve fotbale 1996?;Anglie;Německo;Švédsko;Francie
Kdo je historicky nejlepším africkým střelcem UEFA Champions League?;Didier Drogba;George Weah;Mohamed Salah;Samuel Eto'o
Kdo je historicky nejlepším střelcem belgické fotbalové reprezentace?;Romelu Lukaku;Eden Hazard;Marc Wilmots;Paul Van Himst
Kdo je historicky nejlepším střelcem PSG?;Edinson Cavani;Zlatan Ibrahimović;Neymar;Pauleta
Kdo je historicky nejlepším střelcem rakouské fotbalové reprezentace?;Anton Polster;Johann Krankl;Johann Horvath;Erich Hof
Kdo je historicky nejlepším střelcem slovenské fotbalové reprezentace?;Marek Hamšík;Stanislav Šesták;Róbert Vittek;Marek Mintál
Kdo je historicky prvním držitelem Zlatého míče (Ballon d'Or)?;Stanley Matthews;Billy Wright;Raymond Kopa;Alfredo Di Stéfano
Kdo je kapitánem AC Milan?;Alessio Romagnoli;Gianluigi Donnarumma;Zlatan Ibrahimović;Simon Kjær
Kdo je kapitánem AS Roma?;Lorenzo Pellegrini;Bryan Cristante;Pau López;Gianluca Mancini
Kdo je kapitánem Atalanty Bergamo?;Rafael Tolói;Remo Freuler;Marten de Roon;Josip Iličić
Kdo je kapitánem Atlética Madrid?;Koke;Saúl;Jan Oblak;José Giménez
Kdo je kapitánem Borussie Dortmund?;Marco Reus;Łukasz Piszczek;Axel Witsel;Mario Götze
Kdo je kapitánem Evertonu FC?;Séamus Coleman;Gylfi Sigurðsson;Lucas Digne;Jordan Pickford
Kdo je kapitánem Internazionale Milano?;Samir Handanović;Andrea Ranocchia;Arturo Vidal;Stefan de Vrij
Kdo je kapitánem Leicesteru City?;Kasper Schmeichel;Jamie Vardy;James Maddison;Jonny Evans
Kdo je kapitánem Sevilly FC?;Jesús Navas;Sergio Escudero;Ivan Rakitić;Tomáš Vaclík
Kdo je kapitánem Slavie Praha?;Jan Bořil;Stanislav Tecl;Ondřej Kolář;Nicolae Stanciu
Kdo je kapitánem Sparty Praha?;Bořek Dočkal;Ladislav Krejčí;Libor Kozák; Florin Niță
Kdo je kapitánem SS Lazio?;Ciro Immobile;Marco Parolo;Sergej Milinković-Savić;Thomas Strakosha
Kdo je kapitánem SSC Neapol?;Lorenzo Insigne;Dries Mertens;Kalidou Koulibaly;Alex Meret
Kdo je kapitánem Valencie CF?;José Gayà;Jaume Doménech;Jasper Cillessen;Carlos Soler
Kdo je kapitánem Viktorie Plzeň?;Jakub Brabec;Jan Kopic;Lukáš Kalvach;Zdeněk Ondrášek
Kdo je kapitánem Wolfsburgu?;Koen Cateels;Maximilian Arnold;Ignacio Camacho;Xaver Schlager
Kdo je kapitánem Wolverhamptonu Wanderers?;Conor Coady;Rúben Neves;João Moutinho;Rui Patrício
Kdo je současným kapitánem West Hamu United?;Marc Noble;Łukasz Fabiański;Declan Rice;Jack Wilshere
Kdo se stal nejlepším střelcem MS ve fotbale 1998?;Davor Šuker;Christian Vieri;Gabriel Batistuta;David Trézéguet
Kdo skončil na druhém místě v anketě Zlatý míč (Ballon d'Or) 2003 za Pavlem Nedvědem?;Thierry Henry;Ronaldinho;Ronaldo;Paolo Maldini
Kdo vstřelil jediný gól Brazílie v semifinále MS 2014? (Brazílie 1:7 Německo);Oscar;Neymar;Fred;David Luiz
Kdo vstřelil jediný gól českého týmu ve finále EURO 1996 proti Německu?;Patrik Berger;Miroslav Kadlec;Karel Poborský;Pavel Nedvěd
Kdo vstřelil nejrychlejší gól historie UEFA Champions League?;Roy Makaay;Alessandro Del Piero;Cristiano Ronaldo;Gilberto Silva
Kdo vyhrál Ligu mistrů 1998/1999?;Manchester United;Real Madrid;Bayern Mnichov FC;Borussia Dortmund
Kdo vyhrál Ligu mistrů 1999/2000?;Real Madrid;Bayern Mnichov FC;Valencia CF;Manchester United
Kdo vyhrál Ligu mistrů 2000/2001?;Bayern Mnichov FC;Valencia CF;Manchester United;Real Madrid
Kdo vyhrál Ligu mistrů 2001/2002?;Real Madrid;Bayern Mnichov FC;Bayer Leverkusen;AC Milan
Kdo vyhrál Ligu mistrů 2002/2003?;AC Milan;Real Madrid;Porto FC;Juventus FC
Kdo vyhrál Ligu mistrů 2003/2004?;Porto FC;AS Monaco;AC Milan;Liverpool FC
Kdo vyhrál MS ve fotbale 1934?;Itálie;Uruguay;Brazílie;Československo
Kdo vyhrál MS ve fotbale 1938?;Itálie;Uruguay;Brazílie;USA
Kdo vyhrál MS ve fotbale 1950?;Uruguay;Itálie;Brazílie;USA
Kdo vyhrál MS ve fotbale 1954?;Západní Německo;Urguay;Brazílie;Itálie
Kdo vyhrál MS ve fotbale 1958?;Brazílie;Anglie;Západní Německo;Itálie
Kdo vyhrál MS ve fotbale 1962?;Brazílie;Anglie;Západní Německo;Itálie
Kdo vyhrál MS ve fotbale 1966?;Anglie;Západní Německo;Itálie;Brazílie
Kdo vyhrál MS ve fotbale 1970?;Brazílie;Německo;Uruguay;Itálie
Na kterém stadionu hraje své domácí zápasy francouzský národní tým?;Stade de France;Stade Vélodrome;Parc des Princes;Stade Louis II.
Kdo vyhrál MS ve fotbale 1974?;Západní Německo;Itálie;Anglie;Brazílie
Kdo vyhrál MS ve fotbale 1978?;Argentina;Západní Německo;Itálie;Brazílie
Kdo vyhrál MS ve fotbale 1982?;Itálie;Argentina;Západní Německo;Brazílie
Kdo vyhrál MS ve fotbale 1986?;Argentina;Západní Německo;Itálie;Brazílie
Kdo vyhrál MS ve fotbale 1990?;Německo;Itálie;Brazílie;Argentina
Kdo vyhrál MS ve fotbale 1994?;Brazílie;Německo;Itálie;Francie
Kdo vyhrál MS ve fotbale 1998?;Francie;Brazílie;Německo;Itálie
Kdo vyhrál Zlatý míč (Ballon d'Or) 2000?;Luís Figo;Rivaldo;Zinédine Zidane;Ronaldo
Kdo vyhrál Zlatý míč (Ballon d'Or) 2001?;Michael Owen;Luís Figo;Ronaldo;Pavel Nedvěd
Kdo vyhrál Zlatý míč (Ballon d'Or) 2002?;Ronaldo;Michael Owen;Andrij Ševčenko;Pavel Nedvěd
Kdo vyhrál Zlatý míč (Ballon d'Or) 2003?;Pavel Nedvěd;Ronaldo;Andrij Ševčenko;Ronaldinho
Kdo vyhrál Zlatý míč (Ballon d'Or) 2004?;Andrij Ševčenko;Pavel Nedvěd;Fabio Cannavaro;Ronaldinho
Kdo vyhrál Zlatý míč (Ballon d'Or) 2005?;Ronaldinho;Andrij Ševčenko;Kaká;Fabio Cannavaro
Kdo vyhrál Zlatý míč (Ballon d'Or) 2006?;Fabio Cannavaro;Kaká;Ronaldinho;Cristiano Ronaldo
Kdo vyhrál Zlatý míč (Ballon d'Or) 2007?;Kaká;Fabio Cannavaro;Lionel Messi;Cristiano Ronaldo
Kdo vyhrál Zlatý míč (Ballon d'Or) 2008?;Cristiano Ronaldo;Kaká;Andrés Iniesta;Lionel Messi
Kdo vyhrál Zlatý míč (Ballon d'Or) 2009?;Lionel Messi;Cristiano Ronaldo;Kaká;Andrés Iniesta
Kdo vyhrál Zlatý míč (Ballon d'Or) 2016?;Cristiano Ronaldo;Lionel Messi;Luka Modrić;Luis Suárez
Kdo vyhrál Zlatý míč (Ballon d'Or) 2017?;Cristiano Ronaldo;Lionel Messi;Luka Modrić;Luis Suárez
Kdo vyhrál Zlatý míč (Ballon d'Or) 2018?;Luka Modrić;Cristiano Ronaldo;Lionel Messi;Kylian Mbappé
Kdo vyhrál Zlatý míč (Ballon d'Or) 2019?;Lionel Messi;Cristiano Ronaldo;Virgil van Dijk;Mohamed Salah
Kdo vyhrál Zlatý míč FIFA (FIFA Ballon d'Or) 2010?;Lionel Messi;Cristiano Ronaldo;Wesley Sneijder;Andrés Iniesta
Kdo vyhrál Zlatý míč FIFA (FIFA Ballon d'Or) 2011?;Lionel Messi;Cristiano Ronaldo;Xavi;Andrés Iniesta
Kdo vyhrál Zlatý míč FIFA (FIFA Ballon d'Or) 2012?;Lionel Messi;Cristiano Ronaldo;Xavi;Andrés Iniesta
Kdo vyhrál Zlatý míč FIFA (FIFA Ballon d'Or) 2013?;Cristiano Ronaldo;Lionel Messi;Franck Ribéry;Andrés Iniesta
Kdo vyhrál Zlatý míč FIFA (FIFA Ballon d'Or) 2014?;Cristiano Ronaldo;Lionel Messi;Manuel Neuer;Andrés Iniesta
Kdo vyhrál Zlatý míč FIFA (FIFA Ballon d'Or) 2015?;Lionel Messi;Cristiano Ronaldo;Manuel Neuer;Neymar
Ze kterého týmu odešel do zahraničí Milan Škriniar?;MŠK Žilina;Slovan Bratislava;MFK Ružomberok;FC Zlaté Moravce
Kolik gólů nastřílel v sezóně La Ligy 2011/12 Lionel Messi?;50;42;46;48
Kolik titulů v Lize mistrů/Poháru mistrů evropských zemí má celkem AC Milan?;7;3;5;9
Kolik týmu hraje francouzskou fotbalovou Ligue 1;20;16;18;24
